块大小,块总数,相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率
32,512,2,fifo,1477430,1477317,113,113,0,0,99.99%
32,512,1,random,1477430,1477317,113,113,0,0,99.99%
32,512,1,lru,1477430,1477317,113,113,0,0,99.99%
32,512,1,fifo,1477430,1477317,113,113,0,0,99.99%
32,256,8,random,1477430,1477317,113,113,0,0,99.99%
32,256,8,lru,1477430,1477317,113,113,0,0,99.99%
32,256,8,fifo,1477430,1477317,113,113,0,0,99.99%
32,256,4,random,1477430,1477317,113,113,0,0,99.99%
32,128,8,lru,1477430,1477317,113,113,0,0,99.99%
64,16,8,lru,1477430,1477317,113,65,46,2,99.99%
32,128,8,fifo,1477430,1477317,113,113,0,0,99.99%
32,128,8,random,1477430,1477317,113,113,0,0,99.99%
128,8,4,lru,1477430,1477315,115,43,53,19,99.99%
32,128,2,random,1477430,1477315,115,113,0,2,99.99%
32,128,1,fifo,1477430,1477314,116,113,0,3,99.99%
32,128,1,lru,1477430,1477314,116,113,0,3,99.99%
32,128,1,random,1477430,1477314,116,113,0,3,99.99%
32,128,2,fifo,1477430,1477313,117,113,0,4,99.99%
32,128,4,random,1477430,1477313,117,113,0,4,99.99%
32,128,2,lru,1477430,1477312,118,113,0,5,99.99%
64,16,4,lru,1477430,1477311,119,65,41,13,99.99%
64,16,8,fifo,1477430,1477311,119,65,48,6,99.99%
32,128,4,fifo,1477430,1477310,120,113,0,7,99.99%
32,128,4,lru,1477430,1477310,120,113,0,7,99.99%
64,16,4,fifo,1477430,1477309,121,65,40,16,99.99%
128,8,4,random,1477430,1477308,122,43,45,34,99.99%
64,16,2,lru,1477430,1477307,123,65,43,15,99.99%
128,8,4,fifo,1477430,1477306,124,43,51,30,99.99%
64,16,2,fifo,1477430,1477303,127,65,42,20,99.99%
64,16,8,random,1477430,1477300,130,65,36,29,99.99%
128,32,1,random,1477430,1477298,132,43,1,88,99.99%
128,32,1,lru,1477430,1477298,132,43,1,88,99.99%
128,32,1,fifo,1477430,1477298,132,43,1,88,99.99%
128,8,8,random,1477430,1477297,133,43,50,40,99.99%
32,64,8,lru,1477430,1477296,134,113,9,12,99.99%
64,16,1,fifo,1477430,1477295,135,65,40,30,99.99%
64,16,1,random,1477430,1477295,135,65,40,30,99.99%
64,16,1,lru,1477430,1477295,135,65,40,30,99.99%
64,16,2,random,1477430,1477293,137,65,42,30,99.99%
64,16,4,random,1477430,1477293,137,65,41,31,99.99%
32,64,4,lru,1477430,1477289,141,113,8,20,99.99%
32,64,8,fifo,1477430,1477287,143,113,9,21,99.99%
32,64,4,random,1477430,1477286,144,113,6,25,99.99%
32,64,8,random,1477430,1477286,144,113,6,25,99.99%
32,64,4,fifo,1477430,1477284,146,113,8,25,99.99%
32,64,1,lru,1477430,1477278,152,113,4,35,99.99%
32,64,1,random,1477430,1477278,152,113,4,35,99.99%
32,64,1,fifo,1477430,1477278,152,113,4,35,99.99%
32,64,2,random,1477430,1477277,153,113,6,34,99.99%
32,64,2,lru,1477430,1477275,155,113,8,34,99.99%
128,16,1,random,1477430,1477271,159,43,17,99,99.99%
128,16,1,lru,1477430,1477271,159,43,17,99,99.99%
128,16,1,fifo,1477430,1477271,159,43,17,99,99.99%
32,64,2,fifo,1477430,1477270,160,113,8,39,99.99%
32,32,8,lru,1477430,1477267,163,113,46,4,99.99%
32,32,4,lru,1477430,1477263,167,113,46,8,99.99%
32,32,4,fifo,1477430,1477261,169,113,46,10,99.99%
32,32,8,fifo,1477430,1477259,171,113,45,13,99.99%
64,8,2,lru,1477430,1477257,173,65,99,9,99.99%
64,8,2,fifo,1477430,1477255,175,65,99,11,99.99%
64,8,4,lru,1477430,1477251,179,65,112,2,99.99%
32,32,2,lru,1477430,1477250,180,113,50,17,99.99%
32,32,4,random,1477430,1477249,181,113,41,27,99.99%
64,8,4,fifo,1477430,1477248,182,65,102,15,99.99%
32,32,2,fifo,1477430,1477246,184,113,50,21,99.99%
64,8,4,random,1477430,1477245,185,65,99,21,99.99%
64,8,8,random,1477430,1477244,186,65,96,25,99.99%
64,8,8,lru,1477430,1477243,187,65,122,0,99.99%
64,8,2,random,1477430,1477242,188,65,94,29,99.99%
32,32,8,random,1477430,1477238,192,113,50,29,99.99%
64,8,8,fifo,1477430,1477236,194,65,107,22,99.99%
32,32,2,random,1477430,1477227,203,113,49,41,99.99%
16,256,8,fifo,1477430,1477224,206,206,0,0,99.99%
16,256,8,lru,1477430,1477224,206,206,0,0,99.99%
16,256,8,random,1477430,1477224,206,206,0,0,99.99%
16,512,1,fifo,1477430,1477224,206,206,0,0,99.99%
16,512,1,lru,1477430,1477224,206,206,0,0,99.99%
16,512,1,random,1477430,1477224,206,206,0,0,99.99%
16,512,2,fifo,1477430,1477224,206,206,0,0,99.99%
16,512,2,lru,1477430,1477224,206,206,0,0,99.99%
16,512,2,random,1477430,1477224,206,206,0,0,99.99%
16,512,4,fifo,1477430,1477224,206,206,0,0,99.99%
16,512,4,lru,1477430,1477224,206,206,0,0,99.99%
16,512,4,random,1477430,1477224,206,206,0,0,99.99%
16,512,8,fifo,1477430,1477224,206,206,0,0,99.99%
16,512,8,lru,1477430,1477224,206,206,0,0,99.99%
16,512,8,random,1477430,1477224,206,206,0,0,99.99%
32,32,1,fifo,1477430,1477222,208,113,52,43,99.99%
32,32,1,lru,1477430,1477222,208,113,52,43,99.99%
32,32,1,random,1477430,1477222,208,113,52,43,99.99%
16,256,2,random,1477430,1477219,211,206,0,5,99.99%
16,256,1,fifo,1477430,1477218,212,206,0,6,99.99%
16,256,1,lru,1477430,1477218,212,206,0,6,99.99%
16,256,1,random,1477430,1477218,212,206,0,6,99.99%
16,256,2,fifo,1477430,1477216,214,206,0,8,99.99%
16,256,2,lru,1477430,1477215,215,206,0,9,99.99%
16,256,4,random,1477430,1477214,216,206,0,10,99.99%
16,256,4,lru,1477430,1477213,217,206,0,11,99.99%
16,256,4,fifo,1477430,1477211,219,206,0,13,99.99%
32,16,8,lru,1477430,1477203,227,113,106,8,99.98%
32,16,8,fifo,1477430,1477201,229,113,106,10,99.98%
32,16,2,lru,1477430,1477193,237,113,92,32,99.98%
32,16,4,lru,1477430,1477190,240,113,100,27,99.98%
32,16,4,fifo,1477430,1477189,241,113,99,29,99.98%
16,128,8,lru,1477430,1477189,241,206,16,19,99.98%
32,16,2,random,1477430,1477187,243,113,85,45,99.98%
32,16,2,fifo,1477430,1477184,246,113,92,41,99.98%
16,128,8,fifo,1477430,1477182,248,206,15,27,99.98%
16,128,8,random,1477430,1477181,249,206,12,31,99.98%
32,16,8,random,1477430,1477178,252,113,92,47,99.98%
16,128,4,random,1477430,1477176,254,206,14,34,99.98%
32,16,4,random,1477430,1477173,257,113,95,49,99.98%
16,128,4,lru,1477430,1477172,258,206,14,38,99.98%
16,128,4,fifo,1477430,1477164,266,206,14,46,99.98%
16,128,1,random,1477430,1477159,271,206,9,56,99.98%
16,128,1,lru,1477430,1477159,271,206,9,56,99.98%
16,128,1,fifo,1477430,1477159,271,206,9,56,99.98%
16,128,2,random,1477430,1477152,278,206,10,62,99.98%
16,128,2,lru,1477430,1477147,283,206,16,61,99.98%
16,128,2,fifo,1477430,1477143,287,206,16,65,99.98%
16,64,8,lru,1477430,1477133,297,206,68,23,99.98%
16,64,4,lru,1477430,1477133,297,206,65,26,99.98%
32,8,8,fifo,1477430,1477132,298,113,183,2,99.98%
16,64,4,fifo,1477430,1477125,305,206,65,34,99.98%
32,8,8,lru,1477430,1477118,312,113,199,0,99.98%
16,64,8,fifo,1477430,1477117,313,206,67,40,99.98%
128,8,2,lru,1477430,1477112,318,43,47,228,99.98%
16,64,2,lru,1477430,1477108,322,206,62,54,99.98%
16,64,2,fifo,1477430,1477103,327,206,61,60,99.98%
128,8,1,fifo,1477430,1477103,327,43,46,238,99.98%
128,8,1,lru,1477430,1477103,327,43,46,238,99.98%
128,8,1,random,1477430,1477103,327,43,46,238,99.98%
16,64,8,random,1477430,1477101,329,206,55,68,99.98%
16,64,4,random,1477430,1477091,339,206,58,75,99.98%
16,64,2,random,1477430,1477086,344,206,59,79,99.98%
32,8,8,random,1477430,1477073,357,113,168,76,99.98%
128,4,2,lru,1477430,1477071,359,43,210,106,99.98%
128,8,2,random,1477430,1477061,369,43,44,282,99.98%
16,64,1,fifo,1477430,1477052,378,206,62,110,99.97%
16,64,1,lru,1477430,1477052,378,206,62,110,99.97%
16,64,1,random,1477430,1477052,378,206,62,110,99.97%
8,512,8,random,1477430,1477043,387,387,0,0,99.97%
8,512,8,lru,1477430,1477043,387,387,0,0,99.97%
8,512,8,fifo,1477430,1477043,387,387,0,0,99.97%
128,4,4,random,1477430,1477038,392,43,246,103,99.97%
8,512,2,random,1477430,1477037,393,387,0,6,99.97%
128,4,2,random,1477430,1477034,396,43,186,167,99.97%
8,512,1,random,1477430,1477033,397,387,0,10,99.97%
8,512,1,lru,1477430,1477033,397,387,0,10,99.97%
8,512,1,fifo,1477430,1477033,397,387,0,10,99.97%
8,512,2,fifo,1477430,1477031,399,387,0,12,99.97%
8,512,2,lru,1477430,1477031,399,387,0,12,99.97%
8,512,4,lru,1477430,1477031,399,387,0,12,99.97%
16,32,8,fifo,1477430,1477030,400,206,191,3,99.97%
8,512,4,random,1477430,1477026,404,387,0,17,99.97%
16,32,8,lru,1477430,1477025,405,206,191,8,99.97%
8,512,4,fifo,1477430,1477024,406,387,0,19,99.97%
128,8,2,fifo,1477430,1477017,413,43,47,323,99.97%
32,8,4,random,1477430,1477014,416,113,177,126,99.97%
16,32,2,lru,1477430,1477013,417,206,155,56,99.97%
64,4,2,random,1477430,1477012,418,65,291,62,99.97%
16,32,4,lru,1477430,1477012,418,206,176,36,99.97%
16,32,2,fifo,1477430,1477001,429,206,157,66,99.97%
16,32,4,fifo,1477430,1476999,431,206,176,49,99.97%
16,32,8,random,1477430,1476994,436,206,161,69,99.97%
16,32,2,random,1477430,1476992,438,206,150,82,99.97%
128,4,4,lru,1477430,1476987,443,43,400,0,99.97%
8,256,8,lru,1477430,1476983,447,387,29,31,99.97%
128,4,2,fifo,1477430,1476982,448,43,210,195,99.97%
8,256,8,fifo,1477430,1476977,453,387,27,39,99.97%
64,8,1,random,1477430,1476975,455,65,103,287,99.97%
64,8,1,lru,1477430,1476975,455,65,103,287,99.97%
64,8,1,fifo,1477430,1476975,455,65,103,287,99.97%
8,256,8,random,1477430,1476967,463,387,24,52,99.97%
8,256,4,random,1477430,1476959,471,387,24,60,99.97%
64,4,4,random,1477430,1476957,473,65,283,125,99.97%
8,256,4,lru,1477430,1476956,474,387,25,62,99.97%
64,4,1,lru,1477430,1476955,475,65,265,145,99.97%
64,4,1,fifo,1477430,1476955,475,65,265,145,99.97%
64,4,1,random,1477430,1476955,475,65,265,145,99.97%
16,32,4,random,1477430,1476953,477,206,166,105,99.97%
32,8,4,fifo,1477430,1476944,486,113,199,174,99.97%
32,8,4,lru,1477430,1476944,486,113,199,174,99.97%
8,256,4,fifo,1477430,1476940,490,387,25,78,99.97%
64,4,4,lru,1477430,1476938,492,65,427,0,99.97%
8,256,1,fifo,1477430,1476935,495,387,16,92,99.97%
8,256,2,random,1477430,1476935,495,387,19,89,99.97%
8,256,1,random,1477430,1476935,495,387,16,92,99.97%
8,256,1,lru,1477430,1476935,495,387,16,92,99.97%
64,4,2,fifo,1477430,1476935,495,65,361,69,99.97%
32,8,2,random,1477430,1476933,497,113,174,210,99.97%
64,4,2,lru,1477430,1476931,499,65,366,68,99.97%
8,256,2,lru,1477430,1476913,517,387,26,104,99.97%
8,256,2,fifo,1477430,1476909,521,387,26,108,99.96%
8,128,8,lru,1477430,1476901,529,387,122,20,99.96%
16,16,8,fifo,1477430,1476896,534,206,327,1,99.96%
8,128,4,lru,1477430,1476890,540,387,115,38,99.96%
16,16,8,lru,1477430,1476882,548,206,327,15,99.96%
8,128,8,fifo,1477430,1476881,549,387,120,42,99.96%
8,128,4,fifo,1477430,1476870,560,387,116,57,99.96%
16,16,4,lru,1477430,1476866,564,206,327,31,99.96%
16,16,4,fifo,1477430,1476866,564,206,327,31,99.96%
32,8,2,fifo,1477430,1476846,584,113,181,290,99.96%
32,8,2,lru,1477430,1476845,585,113,182,290,99.96%
8,128,2,lru,1477430,1476840,590,387,114,89,99.96%
8,128,4,random,1477430,1476839,591,387,99,105,99.96%
8,128,8,random,1477430,1476837,593,387,108,98,99.96%
8,128,2,fifo,1477430,1476835,595,387,110,98,99.96%
32,16,1,random,1477430,1476828,602,113,104,385,99.96%
32,16,1,lru,1477430,1476828,602,113,104,385,99.96%
32,16,1,fifo,1477430,1476828,602,113,104,385,99.96%
16,16,8,random,1477430,1476820,610,206,297,107,99.96%
128,4,1,random,1477430,1476810,620,43,271,306,99.96%
128,4,1,lru,1477430,1476810,620,43,271,306,99.96%
128,4,1,fifo,1477430,1476810,620,43,271,306,99.96%
16,16,4,random,1477430,1476807,623,206,295,122,99.96%
128,4,4,fifo,1477430,1476804,626,43,399,184,99.96%
32,8,1,random,1477430,1476795,635,113,176,346,99.96%
32,8,1,lru,1477430,1476795,635,113,176,346,99.96%
32,8,1,fifo,1477430,1476795,635,113,176,346,99.96%
8,128,2,random,1477430,1476795,635,387,104,144,99.96%
8,128,1,fifo,1477430,1476758,672,387,111,174,99.95%
8,128,1,lru,1477430,1476758,672,387,111,174,99.95%
8,128,1,random,1477430,1476758,672,387,111,174,99.95%
64,4,4,fifo,1477430,1476754,676,65,427,184,99.95%
8,64,8,lru,1477430,1476741,689,387,293,9,99.95%
8,64,8,fifo,1477430,1476740,690,387,289,14,99.95%
8,64,4,lru,1477430,1476724,706,387,275,44,99.95%
8,64,2,lru,1477430,1476704,726,387,254,85,99.95%
8,64,4,fifo,1477430,1476696,734,387,275,72,99.95%
8,64,2,fifo,1477430,1476682,748,387,254,107,99.95%
8,64,8,random,1477430,1476650,780,387,263,130,99.95%
8,64,2,random,1477430,1476646,784,387,243,154,99.95%
8,64,4,random,1477430,1476629,801,387,252,162,99.95%
4,512,8,lru,1477430,1476570,860,748,57,55,99.94%
4,512,8,fifo,1477430,1476566,864,748,52,64,99.94%
4,512,8,random,1477430,1476555,875,748,41,86,99.94%
16,16,2,random,1477430,1476555,875,206,301,368,99.94%
4,512,4,random,1477430,1476538,892,748,46,98,99.94%
4,512,4,lru,1477430,1476514,916,748,52,116,99.94%
4,512,1,random,1477430,1476491,939,748,35,156,99.94%
4,512,1,lru,1477430,1476491,939,748,35,156,99.94%
4,512,1,fifo,1477430,1476491,939,748,35,156,99.94%
4,512,4,fifo,1477430,1476486,944,748,52,144,99.94%
8,32,8,fifo,1477430,1476475,955,387,559,9,99.94%
8,32,8,lru,1477430,1476475,955,387,568,0,99.94%
4,512,2,random,1477430,1476467,963,748,42,173,99.93%
4,512,2,lru,1477430,1476447,983,748,53,182,99.93%
16,16,2,lru,1477430,1476447,983,206,305,472,99.93%
8,32,4,fifo,1477430,1476445,985,387,555,43,99.93%
8,32,4,lru,1477430,1476445,985,387,568,30,99.93%
16,16,2,fifo,1477430,1476442,988,206,305,477,99.93%
4,512,2,fifo,1477430,1476442,988,748,53,187,99.93%
16,32,1,lru,1477430,1476436,994,206,194,594,99.93%
16,32,1,random,1477430,1476436,994,206,194,594,99.93%
16,32,1,fifo,1477430,1476436,994,206,194,594,99.93%
4,256,8,lru,1477430,1476412,1018,748,233,37,99.93%
4,256,4,lru,1477430,1476399,1031,748,223,60,99.93%
8,32,4,random,1477430,1476392,1038,387,493,158,99.93%
16,16,1,lru,1477430,1476387,1043,206,295,542,99.93%
16,16,1,fifo,1477430,1476387,1043,206,295,542,99.93%
16,16,1,random,1477430,1476387,1043,206,295,542,99.93%
4,256,8,fifo,1477430,1476374,1056,748,232,76,99.93%
8,32,8,random,1477430,1476362,1068,387,498,183,99.93%
4,256,4,fifo,1477430,1476361,1069,748,223,98,99.93%
4,256,2,lru,1477430,1476309,1121,748,221,152,99.92%
4,256,4,random,1477430,1476308,1122,748,193,181,99.92%
4,256,2,fifo,1477430,1476304,1126,748,213,165,99.92%
4,256,8,random,1477430,1476294,1136,748,182,206,99.92%
4,256,2,random,1477430,1476246,1184,748,195,241,99.92%
4,256,1,fifo,1477430,1476135,1295,748,219,328,99.91%
4,256,1,random,1477430,1476135,1295,748,219,328,99.91%
4,256,1,lru,1477430,1476135,1295,748,219,328,99.91%
4,128,8,lru,1477430,1476127,1303,748,519,36,99.91%
4,128,8,fifo,1477430,1476123,1307,748,514,45,99.91%
4,128,4,lru,1477430,1476094,1336,748,472,116,99.91%
4,128,2,lru,1477430,1476059,1371,748,445,178,99.91%
4,128,4,fifo,1477430,1476033,1397,748,475,174,99.91%
4,128,2,fifo,1477430,1476016,1414,748,443,223,99.90%
4,128,8,random,1477430,1475994,1436,748,445,243,99.90%
4,128,2,random,1477430,1475954,1476,748,416,312,99.90%
8,32,2,random,1477430,1475923,1507,387,513,607,99.90%
4,128,4,random,1477430,1475916,1514,748,434,332,99.90%
8,32,2,lru,1477430,1475756,1674,387,536,751,99.89%
8,32,2,fifo,1477430,1475748,1682,387,534,761,99.89%
4,64,8,lru,1477430,1475637,1793,748,1045,0,99.88%
4,64,8,fifo,1477430,1475607,1823,748,1048,27,99.88%
4,64,4,lru,1477430,1475591,1839,748,1031,60,99.88%
8,64,1,fifo,1477430,1475576,1854,387,287,1180,99.87%
8,64,1,lru,1477430,1475576,1854,387,287,1180,99.87%
8,64,1,random,1477430,1475576,1854,387,287,1180,99.87%
4,64,4,fifo,1477430,1475561,1869,748,1032,89,99.87%
4,64,4,random,1477430,1475518,1912,748,925,239,99.87%
8,32,1,lru,1477430,1475493,1937,387,499,1051,99.87%
8,32,1,random,1477430,1475493,1937,387,499,1051,99.87%
8,32,1,fifo,1477430,1475493,1937,387,499,1051,99.87%
4,64,8,random,1477430,1475475,1955,748,921,286,99.87%
32,4,2,random,1477430,1475442,1988,113,1401,474,99.87%
32,4,1,fifo,1477430,1475367,2063,113,1581,369,99.86%
32,4,1,random,1477430,1475367,2063,113,1581,369,99.86%
32,4,1,lru,1477430,1475367,2063,113,1581,369,99.86%
32,4,4,random,1477430,1475330,2100,113,1464,523,99.86%
32,4,4,lru,1477430,1475248,2182,113,2069,0,99.85%
32,4,2,lru,1477430,1475248,2182,113,1669,400,99.85%
32,4,2,fifo,1477430,1475190,2240,113,1543,584,99.85%
32,4,4,fifo,1477430,1475189,2241,113,1953,175,99.85%
4,64,2,random,1477430,1474634,2796,748,961,1087,99.81%
16,8,2,random,1477430,1474333,3097,206,2442,449,99.79%
4,64,2,lru,1477430,1474323,3107,748,1003,1356,99.79%
4,64,2,fifo,1477430,1474286,3144,748,1000,1396,99.79%
16,8,4,random,1477430,1474156,3274,206,2507,561,99.78%
16,8,8,random,1477430,1474119,3311,206,2421,684,99.78%
16,8,1,lru,1477430,1473936,3494,206,2967,321,99.76%
16,8,1,fifo,1477430,1473936,3494,206,2967,321,99.76%
16,8,1,random,1477430,1473936,3494,206,2967,321,99.76%
4,128,1,random,1477430,1473904,3526,748,478,2300,99.76%
