块大小,块总数,容量(B),相联度,替换策略,总访问,命中,缺失,强制缺失,容量缺失,冲突缺失,命中率,缺失代价(事务数)
128,4,512,1,fifo,10,2,8,3,0,5,20.00%,256
128,16,2048,1,fifo,10,2,8,3,0,5,20.00%,256
16,32,512,1,random,10,2,8,3,0,5,20.00%,32
32,8,256,1,lru,10,2,8,3,0,5,20.00%,64
32,8,256,1,fifo,10,2,8,3,0,5,20.00%,64
32,4,128,1,random,10,2,8,3,0,5,20.00%,64
32,4,128,1,lru,10,2,8,3,0,5,20.00%,64
16,256,4096,1,random,10,2,8,3,0,5,20.00%,32
16,256,4096,1,lru,10,2,8,3,0,5,20.00%,32
16,256,4096,1,fifo,10,2,8,3,0,5,20.00%,32
16,128,2048,1,random,10,2,8,3,0,5,20.00%,32
16,128,2048,1,lru,10,2,8,3,0,5,20.00%,32
16,128,2048,1,fifo,10,2,8,3,0,5,20.00%,32
16,64,1024,1,random,10,2,8,3,0,5,20.00%,32
16,64,1024,1,lru,10,2,8,3,0,5,20.00%,32
16,64,1024,1,fifo,10,2,8,3,0,5,20.00%,32
64,64,4096,1,lru,10,2,8,3,0,5,20.00%,128
16,32,512,1,lru,10,2,8,3,0,5,20.00%,32
16,32,512,1,fifo,10,2,8,3,0,5,20.00%,32
16,16,256,1,random,10,2,8,3,0,5,20.00%,32
16,16,256,1,lru,10,2,8,3,0,5,20.00%,32
16,16,256,1,fifo,10,2,8,3,0,5,20.00%,32
16,8,128,1,random,10,2,8,3,0,5,20.00%,32
16,8,128,1,lru,10,2,8,3,0,5,20.00%,32
16,8,128,1,fifo,10,2,8,3,0,5,20.00%,32
16,4,64,1,random,10,2,8,3,0,5,20.00%,32
16,4,64,1,lru,10,2,8,3,0,5,20.00%,32
16,4,64,1,fifo,10,2,8,3,0,5,20.00%,32
4,4,16,2,random,10,2,8,5,0,3,20.00%,8
4,4,16,2,fifo,10,2,8,5,0,3,20.00%,8
64,8,512,1,random,10,2,8,3,0,5,20.00%,128
32,8,256,1,random,10,2,8,3,0,5,20.00%,64
64,64,4096,1,fifo,10,2,8,3,0,5,20.00%,128
64,32,2048,1,random,10,2,8,3,0,5,20.00%,128
64,32,2048,1,lru,10,2,8,3,0,5,20.00%,128
64,32,2048,1,fifo,10,2,8,3,0,5,20.00%,128
64,16,1024,1,random,10,2,8,3,0,5,20.00%,128
64,16,1024,1,lru,10,2,8,3,0,5,20.00%,128
64,16,1024,1,fifo,10,2,8,3,0,5,20.00%,128
64,8,512,1,lru,10,2,8,3,0,5,20.00%,128
64,8,512,1,fifo,10,2,8,3,0,5,20.00%,128
64,4,256,1,random,10,2,8,3,0,5,20.00%,128
64,4,256,1,lru,10,2,8,3,0,5,20.00%,128
64,4,256,1,fifo,10,2,8,3,0,5,20.00%,128
32,128,4096,1,lru,10,2,8,3,0,5,20.00%,64
32,16,512,1,fifo,10,2,8,3,0,5,20.00%,64
32,16,512,1,lru,10,2,8,3,0,5,20.00%,64
32,16,512,1,random,10,2,8,3,0,5,20.00%,64
64,64,4096,1,random,10,2,8,3,0,5,20.00%,128
32,32,1024,1,fifo,10,2,8,3,0,5,20.00%,64
32,32,1024,1,lru,10,2,8,3,0,5,20.00%,64
32,64,2048,1,fifo,10,2,8,3,0,5,20.00%,64
32,128,4096,1,random,10,2,8,3,0,5,20.00%,64
32,128,4096,1,fifo,10,2,8,3,0,5,20.00%,64
32,64,2048,1,random,10,2,8,3,0,5,20.00%,64
32,64,2048,1,lru,10,2,8,3,0,5,20.00%,64
32,32,1024,1,random,10,2,8,3,0,5,20.00%,64
4,4,16,2,lru,10,1,9,5,0,4,10.00%,9
8,32,256,1,random,10,1,9,4,0,5,10.00%,18
8,4,32,1,fifo,10,1,9,4,0,5,10.00%,18
8,4,32,1,lru,10,1,9,4,0,5,10.00%,18
8,4,32,1,random,10,1,9,4,0,5,10.00%,18
8,8,64,1,fifo,10,1,9,4,0,5,10.00%,18
8,8,64,1,lru,10,1,9,4,0,5,10.00%,18
8,8,64,1,random,10,1,9,4,0,5,10.00%,18
8,16,128,1,fifo,10,1,9,4,0,5,10.00%,18
8,16,128,1,lru,10,1,9,4,0,5,10.00%,18
8,16,128,1,random,10,1,9,4,0,5,10.00%,18
8,32,256,1,fifo,10,1,9,4,0,5,10.00%,18
8,64,512,1,fifo,10,1,9,4,0,5,10.00%,18
8,512,4096,1,lru,10,1,9,4,0,5,10.00%,18
8,512,4096,1,random,10,1,9,4,0,5,10.00%,18
8,32,256,1,lru,10,1,9,4,0,5,10.00%,18
8,512,4096,1,fifo,10,1,9,4,0,5,10.00%,18
8,256,2048,1,random,10,1,9,4,0,5,10.00%,18
8,256,2048,1,lru,10,1,9,4,0,5,10.00%,18
8,256,2048,1,fifo,10,1,9,4,0,5,10.00%,18
8,128,1024,1,random,10,1,9,4,0,5,10.00%,18
8,128,1024,1,lru,10,1,9,4,0,5,10.00%,18
8,128,1024,1,fifo,10,1,9,4,0,5,10.00%,18
8,64,512,1,random,10,1,9,4,0,5,10.00%,18
8,64,512,1,lru,10,1,9,4,0,5,10.00%,18
4,4,16,1,lru,10,0,10,5,0,5,0.00%,10
4,32,128,1,fifo,10,0,10,5,0,5,0.00%,10
4,32,128,1,lru,10,0,10,5,0,5,0.00%,10
4,16,64,1,random,10,0,10,5,0,5,0.00%,10
4,16,64,1,lru,10,0,10,5,0,5,0.00%,10
4,16,64,1,fifo,10,0,10,5,0,5,0.00%,10
4,8,32,1,random,10,0,10,5,0,5,0.00%,10
4,8,32,1,lru,10,0,10,5,0,5,0.00%,10
4,8,32,1,fifo,10,0,10,5,0,5,0.00%,10
4,4,16,1,fifo,10,0,10,5,0,5,0.00%,10
4,4,16,1,random,10,0,10,5,0,5,0.00%,10
4,32,128,1,random,10,0,10,5,0,5,0.00%,10
4,64,256,1,fifo,10,0,10,5,0,5,0.00%,10
4,64,256,1,lru,10,0,10,5,0,5,0.00%,10
4,64,256,1,random,10,0,10,5,0,5,0.00%,10
4,128,512,1,fifo,10,0,10,5,0,5,0.00%,10
4,128,512,1,lru,10,0,10,5,0,5,0.00%,10
4,128,512,1,random,10,0,10,5,0,5,0.00%,10
4,256,1024,1,fifo,10,0,10,5,0,5,0.00%,10
4,256,1024,1,lru,10,0,10,5,0,5,0.00%,10
4,256,1024,1,random,10,0,10,5,0,5,0.00%,10
4,512,2048,1,fifo,10,0,10,5,0,5,0.00%,10
4,512,2048,1,lru,10,0,10,5,0,5,0.00%,10
4,512,2048,1,random,10,0,10,5,0,5,0.00%,10
